"","datetime","discharge"
"656",2018-05-25 08:00:00,24412
"657",2018-05-25 09:00:00,24294
"658",2018-05-25 10:00:00,24175
"659",2018-05-25 11:00:00,24056
"660",2018-05-25 12:00:00,23936
"661",2018-05-25 13:00:00,23816
"662",2018-05-25 14:00:00,23698
"663",2018-05-25 15:00:00,23580
"664",2018-05-25 16:00:00,23465
"665",2018-05-25 17:00:00,23353
"666",2018-05-25 18:00:00,23243
"667",2018-05-25 19:00:00,23133
"668",2018-05-25 20:00:00,23023
"669",2018-05-25 21:00:00,22911
"670",2018-05-25 22:00:00,22799
"671",2018-05-25 23:00:00,22686
"672",2018-05-26 00:00:00,22572
"673",2018-05-26 01:00:00,22458
"674",2018-05-26 02:00:00,22343
"675",2018-05-26 03:00:00,22227
"676",2018-05-26 04:00:00,22112
"677",2018-05-26 05:00:00,21997
"678",2018-05-26 06:00:00,21881
"679",2018-05-26 07:00:00,21769
"680",2018-05-26 08:00:00,21658
"681",2018-05-26 09:00:00,21542
"682",2018-05-26 10:00:00,21419
"683",2018-05-26 11:00:00,21296
"684",2018-05-26 12:00:00,21171
"685",2018-05-26 13:00:00,21047
"686",2018-05-26 14:00:00,20925
"687",2018-05-26 15:00:00,20809
"688",2018-05-26 16:00:00,20710
"689",2018-05-26 17:00:00,20655
"690",2018-05-26 18:00:00,20603
"691",2018-05-26 19:00:00,20532
"692",2018-05-26 20:00:00,20444
"693",2018-05-26 21:00:00,20322
"694",2018-05-26 22:00:00,20192
"695",2018-05-26 23:00:00,20064
"696",2018-05-27 00:00:00,19943
"697",2018-05-27 01:00:00,19829
"698",2018-05-27 02:00:00,19720
"699",2018-05-27 03:00:00,19616
"700",2018-05-27 04:00:00,19517
"701",2018-05-27 05:00:00,19421
"702",2018-05-27 06:00:00,19329
"703",2018-05-27 07:00:00,19240
"704",2018-05-27 08:00:00,19151
"705",2018-05-27 09:00:00,19063
"706",2018-05-27 10:00:00,18974
"707",2018-05-27 11:00:00,18885
"708",2018-05-27 12:00:00,18795
"709",2018-05-27 13:00:00,18707
